episode,mode,mode_episode,score,reward,epsilon
2465,train,2465,0,-2,0.862751
2466,train,2466,4,2,0.862699
2467,train,2467,10,8,0.862647
2468,train,2468,9,7,0.862595
2469,train,2469,0,-2,0.862544
2470,train,2470,22,20,0.862492
2471,train,2471,0,-2,0.86244
2472,train,2472,3,1,0.862389
2473,train,2473,10,8,0.862337
2474,train,2474,0,-2,0.862285
2475,train,2475,33,31,0.862234
2476,train,2476,41,39,0.862182
2477,train,2477,7,5,0.86213
2478,train,2478,1,-1,0.862079
2479,train,2479,1,-1,0.862027
2480,train,2480,5,3,0.861976
2481,train,2481,20,18,0.861924
2482,train,2482,33,31,0.861872
2483,train,2483,25,23,0.861821
2484,train,2484,5,3,0.861769
2485,train,2485,10,8,0.861717
2486,train,2486,33,31,0.861666
2487,train,2487,0,-2,0.861614
2488,train,2488,12,10,0.861562
2489,train,2489,0,-2,0.861511
2490,train,2490,0,-2,0.861459
2491,train,2491,0,-2,0.861408
2492,train,2492,0,-2,0.861356
2493,train,2493,7,5,0.861304
2494,train,2494,4,2,0.861253
2495,train,2495,11,9,0.861201
2496,train,2496,7,5,0.86115
2497,train,2497,16,14,0.861098
2498,train,2498,43,41,0.861046
2499,train,2499,4,2,0.860995
2500,train,2500,6,4,0.860943
2501,train,2501,8,6,0.860892
2502,train,2502,3,1,0.86084
2503,train,2503,4,2,0.860789
2504,train,2504,4,2,0.860737
2505,train,2505,4,2,0.860685
2506,train,2506,1,-1,0.860634
2507,train,2507,7,5,0.860582
2508,train,2508,12,10,0.860531
2509,train,2509,0,-2,0.860479
2510,train,2510,56,54,0.860428
2511,train,2511,3,1,0.860376
2512,train,2512,0,-2,0.860324
2513,train,2513,0,-2,0.860273
2514,train,2514,3,1,0.860221
2515,train,2515,16,14,0.86017
2516,train,2516,21,19,0.860118
2517,train,2517,1,-1,0.860067
2518,train,2518,7,5,0.860015
2519,train,2519,17,15,0.859964
2520,train,2520,18,16,0.859912
2521,train,2521,13,11,0.859861
2522,train,2522,12,10,0.859809
2523,train,2523,0,-2,0.859758
2524,train,2524,9,7,0.859706
2525,train,2525,36,34,0.859655
2526,train,2526,19,17,0.859603
2527,train,2527,17,15,0.859552
2528,train,2528,53,51,0.8595
2529,train,2529,1,-1,0.859449
2530,train,2530,30,28,0.859397
2531,train,2531,3,1,0.859346
2532,train,2532,29,27,0.859294
2533,train,2533,27,25,0.859243
2534,train,2534,3,1,0.859191
2535,train,2535,11,9,0.85914
2536,train,2536,0,-2,0.859088
2537,train,2537,8,6,0.859037
2538,train,2538,14,12,0.858985
2539,train,2539,2,0,0.858934
2540,train,2540,5,3,0.858882
2541,train,2541,0,-2,0.858831
2542,train,2542,0,-2,0.858779
2543,train,2543,17,15,0.858728
2544,train,2544,10,8,0.858677
2545,train,2545,6,4,0.858625
2546,train,2546,2,0,0.858574
2547,train,2547,11,9,0.858522
2548,train,2548,3,1,0.858471
2549,train,2549,15,13,0.858419
2550,train,2550,46,44,0.858368
2551,train,2551,16,14,0.858317
2552,train,2552,21,19,0.858265
2553,train,2553,0,-2,0.858214
2554,train,2554,13,11,0.858162
2555,train,2555,0,-2,0.858111
2556,train,2556,0,-2,0.858059
2557,train,2557,0,-2,0.858008
2558,train,2558,47,45,0.857957
2559,train,2559,7,5,0.857905
2560,train,2560,0,-2,0.857854
2561,train,2561,34,32,0.857802
2562,train,2562,6,4,0.857751
2563,train,2563,20,18,0.8577
2564,train,2564,3,1,0.857648
2565,train,2565,3,1,0.857597
2566,train,2566,0,-2,0.857545
2567,train,2567,3,1,0.857494
2568,train,2568,0,-2,0.857443
2569,train,2569,10,8,0.857391
2570,train,2570,0,-2,0.85734
2571,train,2571,2,0,0.857289
2572,train,2572,14,12,0.857237
2573,train,2573,13,11,0.857186
2574,train,2574,3,1,0.857135
2575,train,2575,0,-2,0.857083
2576,train,2576,38,36,0.857032
2577,train,2577,8,6,0.85698
2578,train,2578,25,23,0.856929
2579,train,2579,31,29,0.856878
2580,train,2580,0,-2,0.856826
2581,train,2581,25,23,0.856775
2582,train,2582,17,15,0.856724
2583,train,2583,1,-1,0.856672
2584,train,2584,0,-2,0.856621
2585,train,2585,54,52,0.85657
2586,train,2586,29,27,0.856519
2587,train,2587,10,8,0.856467
2588,train,2588,1,-1,0.856416
2589,train,2589,28,26,0.856365
2590,train,2590,11,9,0.856313
2591,train,2591,0,-2,0.856262
2592,train,2592,5,3,0.856211
2593,train,2593,0,-2,0.856159
2594,train,2594,39,37,0.856108
2595,train,2595,0,-2,0.856057
2596,train,2596,17,15,0.856005
2597,train,2597,39,37,0.855954
2598,train,2598,5,3,0.855903
2599,train,2599,29,27,0.855852
2600,train,2600,0,-2,0.8558
2601,train,2601,27,25,0.855749
2602,train,2602,13,11,0.855698
2603,train,2603,17,15,0.855647
2604,train,2604,20,18,0.855595
2605,train,2605,47,45,0.855544
2606,train,2606,7,5,0.855493
2607,train,2607,0,-2,0.855442
2608,train,2608,0,-2,0.85539
2609,train,2609,0,-2,0.855339
2610,train,2610,14,12,0.855288
2611,train,2611,0,-2,0.855237
2612,train,2612,5,3,0.855185
2613,train,2613,44,42,0.855134
2614,train,2614,8,6,0.855083
2615,train,2615,18,16,0.855032
2616,train,2616,53,51,0.85498
2617,train,2617,0,-2,0.854929
2618,train,2618,0,-2,0.854878
2619,train,2619,8,6,0.854827
2620,train,2620,6,4,0.854775
2621,train,2621,40,38,0.854724
2622,train,2622,10,8,0.854673
2623,train,2623,14,12,0.854622
2624,train,2624,56,54,0.854571
2625,train,2625,7,5,0.854519
2626,train,2626,0,-2,0.854468
2627,train,2627,14,12,0.854417
2628,train,2628,3,1,0.854366
2629,train,2629,10,8,0.854315
2630,train,2630,38,36,0.854263
2631,train,2631,8,6,0.854212
2632,train,2632,0,-2,0.854161
2633,train,2633,8,6,0.85411
2634,train,2634,0,-2,0.854059
2635,train,2635,26,24,0.854008
2636,train,2636,17,15,0.853956
2637,train,2637,11,9,0.853905
2638,train,2638,0,-2,0.853854
2639,train,2639,28,26,0.853803
2640,train,2640,2,0,0.853752
2641,train,2641,34,32,0.853701
2642,train,2642,3,1,0.85365
2643,train,2643,35,33,0.853598
2644,train,2644,4,2,0.853547
2645,train,2645,7,5,0.853496
2646,train,2646,12,10,0.853445
2647,train,2647,25,23,0.853394
2648,train,2648,0,-2,0.853343
2649,train,2649,0,-2,0.853292
2650,train,2650,0,-2,0.85324
2651,train,2651,0,-2,0.853189
2652,train,2652,0,-2,0.853138
2653,train,2653,9,7,0.853087
2654,train,2654,41,39,0.853036
2655,train,2655,8,6,0.852985
2656,train,2656,4,2,0.852934
2657,train,2657,50,48,0.852883
2658,train,2658,2,0,0.852832
2659,train,2659,0,-2,0.85278
2660,train,2660,4,2,0.852729
2661,train,2661,19,17,0.852678
2662,train,2662,9,7,0.852627
2663,train,2663,0,-2,0.852576
2664,train,2664,20,18,0.852525
2665,train,2665,5,3,0.852474
2666,train,2666,59,57,0.852423
2667,train,2667,3,1,0.852372
2668,train,2668,3,1,0.852321
2669,train,2669,13,11,0.85227
2670,train,2670,59,57,0.852219
2671,train,2671,0,-2,0.852168
2672,train,2672,27,25,0.852117
2673,train,2673,52,50,0.852065
2674,train,2674,0,-2,0.852014
2675,train,2675,25,23,0.851963
2676,train,2676,0,-2,0.851912
2677,train,2677,2,0,0.851861
2678,train,2678,7,5,0.85181
2679,train,2679,4,2,0.851759
2680,train,2680,34,32,0.851708
2681,train,2681,44,42,0.851657
2682,train,2682,8,6,0.851606
2683,train,2683,15,13,0.851555
2684,train,2684,3,1,0.851504
2685,train,2685,5,3,0.851453
2686,train,2686,6,4,0.851402
2687,train,2687,7,5,0.851351
2688,train,2688,43,41,0.8513
2689,train,2689,7,5,0.851249
2690,train,2690,8,6,0.851198
2691,train,2691,42,40,0.851147
2692,train,2692,0,-2,0.851096
2693,train,2693,31,29,0.851045
2694,train,2694,29,27,0.850994
2695,train,2695,18,16,0.850943
2696,train,2696,55,53,0.850892
2697,train,2697,36,34,0.850841
2698,train,2698,4,2,0.85079
2699,train,2699,0,-2,0.850739
2700,train,2700,0,-2,0.850688
2701,train,2701,0,-2,0.850637
2702,train,2702,4,2,0.850586
2703,train,2703,1,-1,0.850535
2704,train,2704,6,4,0.850484
2705,train,2705,3,1,0.850433
2706,train,2706,5,3,0.850382
2707,train,2707,32,30,0.850331
2708,train,2708,18,16,0.850281
2709,train,2709,2,0,0.85023
2710,train,2710,57,55,0.850179
2711,train,2711,4,2,0.850128
2712,train,2712,0,-2,0.850077
2713,train,2713,1,-1,0.850026
2714,train,2714,3,1,0.849975
2715,train,2715,10,8,0.849924
2716,train,2716,1,-1,0.849873
2717,train,2717,0,-2,0.849822
2718,train,2718,7,5,0.849771
2719,train,2719,24,22,0.84972
2720,train,2720,12,10,0.849669
2721,train,2721,0,-2,0.849619
2722,train,2722,0,-2,0.849568
2723,train,2723,52,50,0.849517
2724,train,2724,5,3,0.849466
2725,train,2725,25,23,0.849415
2726,train,2726,6,4,0.849364
2727,train,2727,1,-1,0.849313
2728,train,2728,4,2,0.849262
2729,train,2729,15,13,0.849211
2730,train,2730,34,32,0.84916
2731,train,2731,0,-2,0.84911
2732,train,2732,59,57,0.849059
2733,train,2733,0,-2,0.849008
2734,train,2734,5,3,0.848957
2735,train,2735,2,0,0.848906
2736,train,2736,0,-2,0.848855
2737,train,2737,38,36,0.848804
2738,train,2738,0,-2,0.848754
2739,train,2739,3,1,0.848703
2740,train,2740,8,6,0.848652
2741,train,2741,13,11,0.848601
2742,train,2742,0,-2,0.84855
2743,train,2743,9,7,0.848499
2744,train,2744,24,22,0.848449
2745,train,2745,7,5,0.848398
2746,train,2746,7,5,0.848347
2747,train,2747,6,4,0.848296
2748,train,2748,36,34,0.848245
2749,train,2749,20,18,0.848194
2750,train,2750,0,-2,0.848144
2751,train,2751,33,31,0.848093
2752,train,2752,6,4,0.848042
2753,train,2753,0,-2,0.847991
2754,train,2754,10,8,0.84794
2755,train,2755,52,50,0.84789
2756,train,2756,19,17,0.847839
2757,train,2757,0,-2,0.847788
2758,train,2758,22,20,0.847737
2759,train,2759,0,-2,0.847686
2760,train,2760,28,26,0.847636
2761,train,2761,2,0,0.847585
2762,train,2762,20,18,0.847534
2763,train,2763,0,-2,0.847483
2764,train,2764,11,9,0.847432
2765,train,2765,15,13,0.847382
2766,train,2766,30,28,0.847331
2767,train,2767,8,6,0.84728
2768,train,2768,34,32,0.847229
2769,train,2769,46,44,0.847179
2770,train,2770,7,5,0.847128
2771,train,2771,23,21,0.847077
2772,train,2772,25,23,0.847026
2773,train,2773,30,28,0.846976
2774,train,2774,29,27,0.846925
2775,train,2775,7,5,0.846874
2776,train,2776,3,1,0.846823
2777,train,2777,1,-1,0.846773
2778,train,2778,1,-1,0.846722
2779,train,2779,31,29,0.846671
2780,train,2780,11,9,0.84662
2781,train,2781,23,21,0.84657
2782,train,2782,2,0,0.846519
2783,train,2783,57,55,0.846468
2784,train,2784,10,8,0.846418
2785,train,2785,12,10,0.846367
2786,train,2786,11,9,0.846316
2787,train,2787,58,56,0.846265
2788,train,2788,0,-2,0.846215
2789,train,2789,0,-2,0.846164
2790,train,2790,7,5,0.846113
2791,train,2791,41,39,0.846063
2792,train,2792,1,-1,0.846012
2793,train,2793,25,23,0.845961
2794,train,2794,47,45,0.845911
2795,train,2795,0,-2,0.84586
2796,train,2796,1,-1,0.845809
2797,train,2797,13,11,0.845759
2798,train,2798,11,9,0.845708
2799,train,2799,0,-2,0.845657
2800,train,2800,0,-2,0.845607
2801,train,2801,6,4,0.845556
2802,train,2802,1,-1,0.845505
2803,train,2803,0,-2,0.845455
2804,train,2804,51,49,0.845404
2805,train,2805,2,0,0.845353
2806,train,2806,4,2,0.845303
2807,train,2807,15,13,0.845252
2808,train,2808,0,-2,0.845201
2809,train,2809,8,6,0.845151
2810,train,2810,0,-2,0.8451
2811,train,2811,7,5,0.845049
2812,train,2812,9,7,0.844999
2813,train,2813,14,12,0.844948
2814,train,2814,7,5,0.844898
2815,train,2815,36,34,0.844847
2816,train,2816,3,1,0.844796
2817,train,2817,13,11,0.844746
2818,train,2818,0,-2,0.844695
2819,train,2819,6,4,0.844644
2820,train,2820,30,28,0.844594
2821,train,2821,38,36,0.844543
2822,train,2822,5,3,0.844493
2823,train,2823,0,-2,0.844442
2824,train,2824,1,-1,0.844391
2825,train,2825,10,8,0.844341
2826,train,2826,0,-2,0.84429
2827,train,2827,2,0,0.84424
2828,train,2828,4,2,0.844189
2829,train,2829,1,-1,0.844139
2830,train,2830,3,1,0.844088
2831,train,2831,33,31,0.844037
2832,train,2832,13,11,0.843987
2833,train,2833,2,0,0.843936
2834,train,2834,1,-1,0.843886
2835,train,2835,13,11,0.843835
2836,train,2836,9,7,0.843785
2837,train,2837,0,-2,0.843734
2838,train,2838,3,1,0.843684
2839,train,2839,0,-2,0.843633
2840,train,2840,0,-2,0.843582
2841,train,2841,0,-2,0.843532
2842,train,2842,23,21,0.843481
2843,train,2843,0,-2,0.843431
2844,train,2844,0,-2,0.84338
2845,train,2845,0,-2,0.84333
2846,train,2846,12,10,0.843279
2847,train,2847,41,39,0.843229
2848,train,2848,6,4,0.843178
2849,train,2849,56,54,0.843128
2850,train,2850,8,6,0.843077
2851,train,2851,4,2,0.843027
2852,train,2852,0,-2,0.842976
2853,train,2853,39,37,0.842926
2854,train,2854,14,12,0.842875
2855,train,2855,23,21,0.842825
2856,train,2856,3,1,0.842774
2857,train,2857,23,21,0.842724
2858,train,2858,14,12,0.842673
2859,train,2859,0,-2,0.842623
2860,train,2860,0,-2,0.842572
2861,train,2861,24,22,0.842522
2862,train,2862,5,3,0.842471
2863,train,2863,5,3,0.842421
2864,train,2864,12,10,0.84237
2865,train,2865,40,38,0.84232
2866,train,2866,13,11,0.842269
2867,train,2867,3,1,0.842219
2868,train,2868,55,53,0.842168
2869,train,2869,53,51,0.842118
2870,train,2870,14,12,0.842067
2871,train,2871,15,13,0.842017
2872,train,2872,12,10,0.841967
2873,train,2873,0,-2,0.841916
2874,train,2874,11,9,0.841866
2875,train,2875,52,50,0.841815
2876,train,2876,11,9,0.841765
2877,train,2877,0,-2,0.841714
2878,train,2878,19,17,0.841664
2879,train,2879,27,25,0.841614
2880,train,2880,2,0,0.841563
2881,train,2881,23,21,0.841513
2882,train,2882,1,-1,0.841462
2883,train,2883,7,5,0.841412
2884,train,2884,0,-2,0.841361
2885,train,2885,0,-2,0.841311
2886,train,2886,11,9,0.841261
2887,train,2887,9,7,0.84121
2888,train,2888,0,-2,0.84116
2889,train,2889,0,-2,0.841109
2890,train,2890,46,44,0.841059
2891,train,2891,4,2,0.841009
2892,train,2892,15,13,0.840958
2893,train,2893,0,-2,0.840908
2894,train,2894,21,19,0.840858
2895,train,2895,4,2,0.840807
2896,train,2896,0,-2,0.840757
2897,train,2897,0,-2,0.840706
2898,train,2898,15,13,0.840656
2899,train,2899,4,2,0.840606
2900,train,2900,5,3,0.840555
2901,train,2901,50,48,0.840505
2902,train,2902,11,9,0.840455
2903,train,2903,9,7,0.840404
2904,train,2904,19,17,0.840354
2905,train,2905,11,9,0.840304
2906,train,2906,0,-2,0.840253
2907,train,2907,0,-2,0.840203
2908,train,2908,16,14,0.840152
2909,train,2909,1,-1,0.840102
2910,train,2910,39,37,0.840052
2911,train,2911,7,5,0.840001
2912,train,2912,0,-2,0.839951
2913,train,2913,2,0,0.839901
2914,train,2914,0,-2,0.839851
2915,train,2915,8,6,0.8398
2916,train,2916,0,-2,0.83975
2917,train,2917,12,10,0.8397
2918,train,2918,0,-2,0.839649
2919,train,2919,4,2,0.839599
2920,train,2920,1,-1,0.839549
2921,train,2921,4,2,0.839498
2922,train,2922,0,-2,0.839448
2923,train,2923,13,11,0.839398
2924,train,2924,0,-2,0.839347
2925,train,2925,22,20,0.839297
2926,train,2926,7,5,0.839247
2927,train,2927,7,5,0.839197
2928,train,2928,8,6,0.839146
2929,train,2929,0,-2,0.839096
2930,train,2930,55,53,0.839046
2931,train,2931,2,0,0.838996
2932,train,2932,11,9,0.838945
2933,train,2933,25,23,0.838895
2934,train,2934,22,20,0.838845
2935,train,2935,17,15,0.838794
2936,train,2936,0,-2,0.838744
2937,train,2937,0,-2,0.838694
2938,train,2938,24,22,0.838644
2939,train,2939,27,25,0.838593
2940,train,2940,4,2,0.838543
2941,train,2941,57,55,0.838493
2942,train,2942,0,-2,0.838443
2943,train,2943,1,-1,0.838393
2944,train,2944,1,-1,0.838342
2945,train,2945,2,0,0.838292
2946,train,2946,6,4,0.838242
2947,train,2947,48,46,0.838192
2948,train,2948,54,52,0.838141
2949,train,2949,52,50,0.838091
2950,train,2950,19,17,0.838041
2951,train,2951,4,2,0.837991
2952,train,2952,24,22,0.837941
2953,train,2953,53,51,0.83789
2954,train,2954,4,2,0.83784
2955,train,2955,34,32,0.83779
2956,train,2956,25,23,0.83774
2957,train,2957,23,21,0.83769
2958,train,2958,49,47,0.837639
2959,train,2959,7,5,0.837589
2960,train,2960,54,52,0.837539
2961,train,2961,11,9,0.837489
2962,train,2962,2,0,0.837439
2963,train,2963,26,24,0.837388
2964,train,2964,2,0,0.837338
2965,train,2965,0,-2,0.837288
2966,train,2966,0,-2,0.837238
2967,train,2967,38,36,0.837188
2968,train,2968,35,33,0.837138
2969,train,2969,2,0,0.837088
2970,train,2970,13,11,0.837037
2971,train,2971,8,6,0.836987
2972,train,2972,0,-2,0.836937
2973,train,2973,10,8,0.836887
2974,train,2974,17,15,0.836837
2975,train,2975,4,2,0.836787
2976,train,2976,17,15,0.836737
2977,train,2977,36,34,0.836686
2978,train,2978,18,16,0.836636
2979,train,2979,36,34,0.836586
2980,train,2980,17,15,0.836536
2981,train,2981,47,45,0.836486
2982,train,2982,5,3,0.836436
2983,train,2983,41,39,0.836386
2984,train,2984,3,1,0.836336
2985,train,2985,16,14,0.836285
2986,train,2986,0,-2,0.836235
2987,train,2987,35,33,0.836185
2988,train,2988,0,-2,0.836135
2989,train,2989,4,2,0.836085
2990,train,2990,20,18,0.836035
2991,train,2991,3,1,0.835985
2992,train,2992,0,-2,0.835935
2993,train,2993,43,41,0.835885
2994,train,2994,6,4,0.835835
2995,train,2995,9,7,0.835785
2996,train,2996,13,11,0.835734
2997,train,2997,0,-2,0.835684
2998,train,2998,45,43,0.835634
2999,train,2999,28,26,0.835584
3000,train,3000,29,27,0.835534
3001,train,3001,0,-2,0.835484
3002,train,3002,2,0,0.835434
3003,train,3003,28,26,0.835384
3004,train,3004,0,-2,0.835334
3005,train,3005,4,2,0.835284
3006,train,3006,2,0,0.835234
3007,train,3007,13,11,0.835184
3008,train,3008,25,23,0.835134
3009,train,3009,5,3,0.835084
3010,train,3010,35,33,0.835034
3011,train,3011,0,-2,0.834984
3012,train,3012,4,2,0.834934
3013,train,3013,4,2,0.834884
3014,train,3014,2,0,0.834834
3015,train,3015,57,55,0.834784
3016,train,3016,4,2,0.834734
3017,train,3017,45,43,0.834684
3018,train,3018,28,26,0.834634
3019,train,3019,7,5,0.834584
3020,train,3020,0,-2,0.834534
3021,train,3021,28,26,0.834484
3022,train,3022,0,-2,0.834434
3023,train,3023,62,60,0.834384
3024,train,3024,14,12,0.834334
3025,train,3025,8,6,0.834284
3026,train,3026,35,33,0.834234
3027,train,3027,2,0,0.834184
3028,train,3028,2,0,0.834134
3029,train,3029,57,55,0.834084
3030,train,3030,54,52,0.834034
3031,train,3031,0,-2,0.833984
3032,train,3032,57,55,0.833934
3033,train,3033,10,8,0.833884
3034,train,3034,26,24,0.833834
3035,train,3035,0,-2,0.833784
3036,train,3036,2,0,0.833734
3037,train,3037,49,47,0.833684
3038,train,3038,12,10,0.833634
3039,train,3039,16,14,0.833584
3040,train,3040,14,12,0.833534
3041,train,3041,54,52,0.833484
3042,train,3042,36,34,0.833434
3043,train,3043,11,9,0.833384
3044,train,3044,7,5,0.833334
3045,train,3045,4,2,0.833284
3046,train,3046,18,16,0.833235
3047,train,3047,8,6,0.833185
3048,train,3048,1,-1,0.833135
3049,train,3049,57,55,0.833085
3050,train,3050,58,56,0.833035
3051,train,3051,0,-2,0.832985
3052,train,3052,6,4,0.832935
3053,train,3053,0,-2,0.832885
3054,train,3054,22,20,0.832835
3055,train,3055,40,38,0.832785
3056,train,3056,3,1,0.832735
3057,train,3057,31,29,0.832686
3058,train,3058,0,-2,0.832636
3059,train,3059,56,54,0.832586
3060,train,3060,0,-2,0.832536
3061,train,3061,0,-2,0.832486
3062,train,3062,7,5,0.832436
3063,train,3063,57,55,0.832386
3064,train,3064,38,36,0.832336
3065,train,3065,9,7,0.832287
3066,train,3066,6,4,0.832237
3067,train,3067,0,-2,0.832187
3068,train,3068,15,13,0.832137
3069,train,3069,17,15,0.832087
3070,train,3070,53,51,0.832037
3071,train,3071,3,1,0.831987
3072,train,3072,0,-2,0.831938
3073,train,3073,3,1,0.831888
3074,train,3074,11,9,0.831838
3075,train,3075,56,54,0.831788
3076,train,3076,0,-2,0.831738
3077,train,3077,23,21,0.831688
3078,train,3078,0,-2,0.831639
3079,train,3079,58,56,0.831589
3080,train,3080,0,-2,0.831539
3081,train,3081,7,5,0.831489
3082,train,3082,12,10,0.831439
3083,train,3083,1,-1,0.831389
3084,train,3084,16,14,0.83134
3085,train,3085,25,23,0.83129
3086,train,3086,1,-1,0.83124
3087,train,3087,18,16,0.83119
3088,train,3088,12,10,0.83114
3089,train,3089,19,17,0.831091
3090,train,3090,47,45,0.831041
3091,train,3091,54,52,0.830991
3092,train,3092,11,9,0.830941
3093,train,3093,16,14,0.830891
3094,train,3094,3,1,0.830842
3095,train,3095,8,6,0.830792
3096,train,3096,0,-2,0.830742
3097,train,3097,0,-2,0.830692
3098,train,3098,37,35,0.830643
3099,train,3099,2,0,0.830593
3100,train,3100,56,54,0.830543
3101,train,3101,48,46,0.830493
3102,train,3102,0,-2,0.830444
3103,train,3103,2,0,0.830394
3104,train,3104,6,4,0.830344
3105,train,3105,0,-2,0.830294
3106,train,3106,25,23,0.830245
3107,train,3107,42,40,0.830195
3108,train,3108,17,15,0.830145
3109,train,3109,0,-2,0.830095
3110,train,3110,0,-2,0.830046
3111,train,3111,4,2,0.829996
3112,train,3112,0,-2,0.829946
3113,train,3113,0,-2,0.829896
3114,train,3114,40,38,0.829847
3115,train,3115,15,13,0.829797
3116,train,3116,25,23,0.829747
3117,train,3117,5,3,0.829698
3118,train,3118,53,51,0.829648
3119,train,3119,19,17,0.829598
3120,train,3120,4,2,0.829548
3121,train,3121,4,2,0.829499
3122,train,3122,25,23,0.829449
3123,train,3123,16,14,0.829399
3124,train,3124,2,0,0.82935
3125,train,3125,3,1,0.8293
3126,train,3126,4,2,0.82925
3127,train,3127,0,-2,0.829201
3128,train,3128,0,-2,0.829151
3129,train,3129,56,54,0.829101
3130,train,3130,4,2,0.829052
3131,train,3131,0,-2,0.829002
3132,train,3132,8,6,0.828952
3133,train,3133,5,3,0.828903
3134,train,3134,6,4,0.828853
3135,train,3135,32,30,0.828803
3136,train,3136,58,56,0.828754
3137,train,3137,2,0,0.828704
3138,train,3138,53,51,0.828654
3139,train,3139,27,25,0.828605
3140,train,3140,6,4,0.828555
3141,train,3141,22,20,0.828505
3142,train,3142,26,24,0.828456
3143,train,3143,1,-1,0.828406
3144,train,3144,6,4,0.828356
3145,train,3145,9,7,0.828307
3146,train,3146,2,0,0.828257
3147,train,3147,54,52,0.828208
3148,train,3148,60,58,0.828158
3149,train,3149,53,51,0.828108
3150,train,3150,4,2,0.828059
3151,train,3151,0,-2,0.828009
3152,train,3152,55,53,0.827959
3153,train,3153,24,22,0.82791
3154,train,3154,46,44,0.82786
3155,train,3155,57,55,0.827811
3156,train,3156,26,24,0.827761
3157,train,3157,17,15,0.827711
3158,train,3158,52,50,0.827662
3159,train,3159,7,5,0.827612
3160,train,3160,4,2,0.827563
3161,train,3161,17,15,0.827513
3162,train,3162,13,11,0.827464
3163,train,3163,1,-1,0.827414
3164,train,3164,0,-2,0.827364
3165,train,3165,8,6,0.827315
3166,train,3166,0,-2,0.827265
3167,train,3167,60,58,0.827216
3168,train,3168,53,51,0.827166
3169,train,3169,0,-2,0.827117
3170,train,3170,36,34,0.827067
3171,train,3171,1,-1,0.827017
3172,train,3172,3,1,0.826968
3173,train,3173,0,-2,0.826918
3174,train,3174,59,57,0.826869
3175,train,3175,20,18,0.826819
3176,train,3176,6,4,0.82677
3177,train,3177,25,23,0.82672
3178,train,3178,55,53,0.826671
3179,train,3179,17,15,0.826621
3180,train,3180,37,35,0.826572
3181,train,3181,0,-2,0.826522
3182,train,3182,55,53,0.826473
3183,train,3183,1,-1,0.826423
3184,train,3184,1,-1,0.826374
3185,train,3185,0,-2,0.826324
3186,train,3186,1,-1,0.826275
3187,train,3187,0,-2,0.826225
3188,train,3188,0,-2,0.826176
3189,train,3189,0,-2,0.826126
3190,train,3190,14,12,0.826077
3191,train,3191,55,53,0.826027
3192,train,3192,9,7,0.825978
3193,train,3193,17,15,0.825928
3194,train,3194,0,-2,0.825879
3195,train,3195,7,5,0.825829
3196,train,3196,17,15,0.82578
3197,train,3197,21,19,0.82573
3198,train,3198,26,24,0.825681
3199,train,3199,28,26,0.825631
3200,train,3200,10,8,0.825582
3201,train,3201,19,17,0.825532
3202,train,3202,0,-2,0.825483
3203,train,3203,0,-2,0.825433
3204,train,3204,62,60,0.825384
3205,train,3205,0,-2,0.825334
3206,train,3206,53,51,0.825285
3207,train,3207,55,53,0.825236
3208,train,3208,30,28,0.825186
3209,train,3209,25,23,0.825137
3210,train,3210,34,32,0.825087
3211,train,3211,33,31,0.825038
3212,train,3212,4,2,0.824988
3213,train,3213,41,39,0.824939
3214,train,3214,9,7,0.82489
3215,train,3215,30,28,0.82484
3216,train,3216,0,-2,0.824791
3217,train,3217,8,6,0.824741
3218,train,3218,3,1,0.824692
3219,train,3219,40,38,0.824642
3220,train,3220,42,40,0.824593
3221,train,3221,0,-2,0.824544
3222,train,3222,19,17,0.824494
3223,train,3223,54,52,0.824445
3224,train,3224,13,11,0.824395
3225,train,3225,21,19,0.824346
3226,train,3226,0,-2,0.824297
3227,train,3227,0,-2,0.824247
3228,train,3228,2,0,0.824198
3229,train,3229,1,-1,0.824149
3230,train,3230,4,2,0.824099
3231,train,3231,10,8,0.82405
3232,train,3232,4,2,0.824
3233,train,3233,0,-2,0.823951
3234,train,3234,4,2,0.823902
3235,train,3235,2,0,0.823852
3236,train,3236,4,2,0.823803
3237,train,3237,1,-1,0.823754
3238,train,3238,21,19,0.823704
3239,train,3239,0,-2,0.823655
3240,train,3240,0,-2,0.823606
3241,train,3241,5,3,0.823556
3242,train,3242,4,2,0.823507
3243,train,3243,6,4,0.823458
3244,train,3244,5,3,0.823408
3245,train,3245,51,49,0.823359
3246,train,3246,7,5,0.82331
3247,train,3247,15,13,0.82326
3248,train,3248,0,-2,0.823211
3249,train,3249,21,19,0.823162
3250,train,3250,6,4,0.823112
3251,train,3251,7,5,0.823063
3252,train,3252,62,60,0.823014
3253,train,3253,29,27,0.822964
3254,train,3254,17,15,0.822915
3255,train,3255,6,4,0.822866
3256,train,3256,0,-2,0.822816
3257,train,3257,45,43,0.822767
3258,train,3258,2,0,0.822718
3259,train,3259,0,-2,0.822669
3260,train,3260,35,33,0.822619
3261,train,3261,4,2,0.82257
3262,train,3262,24,22,0.822521
3263,train,3263,16,14,0.822471
3264,train,3264,55,53,0.822422
3265,train,3265,6,4,0.822373
3266,train,3266,20,18,0.822324
3267,train,3267,43,41,0.822274
3268,train,3268,29,27,0.822225
3269,train,3269,19,17,0.822176
3270,train,3270,28,26,0.822127
3271,train,3271,43,41,0.822077
3272,train,3272,0,-2,0.822028
3273,train,3273,0,-2,0.821979
3274,train,3274,0,-2,0.82193
