episode,mode,mode_episode,score,reward,epsilon
23990,train,23990,0,-2,0.23757
23991,train,23991,54,52,0.237556
23992,train,23992,0,-2,0.237542
23993,train,23993,0,-2,0.237527
23994,train,23994,63,61,0.237513
23995,train,23995,7,5,0.237499
23996,train,23996,47,45,0.237485
23997,train,23997,9,7,0.237471
23998,train,23998,55,53,0.237456
23999,train,23999,58,56,0.237442
24000,train,24000,53,51,0.237428
24001,train,24001,23,21,0.237414
24002,train,24002,35,33,0.237399
24003,train,24003,39,37,0.237385
24004,train,24004,12,10,0.237371
24005,train,24005,62,60,0.237357
24006,train,24006,39,37,0.237342
24007,train,24007,0,-2,0.237328
24008,train,24008,62,60,0.237314
24009,train,24009,54,52,0.2373
24010,train,24010,4,2,0.237286
24011,train,24011,20,18,0.237271
24012,train,24012,47,45,0.237257
24013,train,24013,7,5,0.237243
24014,train,24014,37,35,0.237229
24015,train,24015,56,54,0.237215
24016,train,24016,62,60,0.2372
24017,train,24017,32,30,0.237186
24018,train,24018,59,57,0.237172
24019,train,24019,1,-1,0.237158
24020,train,24020,42,40,0.237143
24021,train,24021,56,54,0.237129
24022,train,24022,58,56,0.237115
24023,train,24023,55,53,0.237101
24024,train,24024,58,56,0.237087
24025,train,24025,58,56,0.237072
24026,train,24026,0,-2,0.237058
24027,train,24027,57,55,0.237044
24028,train,24028,18,16,0.23703
24029,train,24029,53,51,0.237016
24030,train,24030,0,-2,0.237001
24031,train,24031,61,59,0.236987
24032,train,24032,60,58,0.236973
24033,train,24033,62,60,0.236959
24034,train,24034,15,13,0.236945
24035,train,24035,37,35,0.23693
24036,train,24036,20,18,0.236916
24037,train,24037,3,1,0.236902
24038,train,24038,20,18,0.236888
24039,train,24039,18,16,0.236874
24040,train,24040,10,8,0.236859
24041,train,24041,4,2,0.236845
24042,train,24042,62,60,0.236831
24043,train,24043,9,7,0.236817
24044,train,24044,52,50,0.236803
24045,train,24045,56,54,0.236789
24046,train,24046,9,7,0.236774
24047,train,24047,59,57,0.23676
24048,train,24048,13,11,0.236746
24049,train,24049,62,60,0.236732
24050,train,24050,20,18,0.236718
24051,train,24051,57,55,0.236703
24052,train,24052,0,-2,0.236689
24053,train,24053,59,57,0.236675
24054,train,24054,5,3,0.236661
24055,train,24055,0,-2,0.236647
24056,train,24056,63,61,0.236633
24057,train,24057,0,-2,0.236618
24058,train,24058,35,33,0.236604
24059,train,24059,59,57,0.23659
24060,train,24060,20,18,0.236576
24061,train,24061,59,57,0.236562
24062,train,24062,60,58,0.236547
24063,train,24063,57,55,0.236533
24064,train,24064,29,27,0.236519
24065,train,24065,55,53,0.236505
24066,train,24066,56,54,0.236491
24067,train,24067,6,4,0.236477
24068,train,24068,59,57,0.236462
24069,train,24069,48,46,0.236448
24070,train,24070,4,2,0.236434
24071,train,24071,54,52,0.23642
24072,train,24072,57,55,0.236406
24073,train,24073,5,3,0.236392
24074,train,24074,61,59,0.236377
24075,train,24075,58,56,0.236363
24076,train,24076,58,56,0.236349
24077,train,24077,43,41,0.236335
24078,train,24078,57,55,0.236321
24079,train,24079,57,55,0.236307
24080,train,24080,45,43,0.236293
24081,train,24081,4,2,0.236278
24082,train,24082,0,-2,0.236264
24083,train,24083,35,33,0.23625
24084,train,24084,55,53,0.236236
24085,train,24085,41,39,0.236222
24086,train,24086,53,51,0.236208
24087,train,24087,63,61,0.236193
24088,train,24088,14,12,0.236179
24089,train,24089,4,2,0.236165
24090,train,24090,63,61,0.236151
24091,train,24091,25,23,0.236137
24092,train,24092,60,58,0.236123
24093,train,24093,58,56,0.236109
24094,train,24094,62,60,0.236094
24095,train,24095,56,54,0.23608
24096,train,24096,59,57,0.236066
24097,train,24097,58,56,0.236052
24098,train,24098,49,47,0.236038
24099,train,24099,61,59,0.236024
24100,train,24100,5,3,0.23601
24101,train,24101,60,58,0.235995
24102,train,24102,37,35,0.235981
24103,train,24103,58,56,0.235967
24104,train,24104,0,-2,0.235953
24105,train,24105,57,55,0.235939
24106,train,24106,3,1,0.235925
24107,train,24107,53,51,0.235911
24108,train,24108,55,53,0.235896
24109,train,24109,56,54,0.235882
24110,train,24110,53,51,0.235868
24111,train,24111,65,63,0.235854
24112,train,24112,57,55,0.23584
24113,train,24113,41,39,0.235826
24114,train,24114,57,55,0.235812
24115,train,24115,56,54,0.235798
24116,train,24116,16,14,0.235783
24117,train,24117,0,-2,0.235769
24118,train,24118,58,56,0.235755
24119,train,24119,55,53,0.235741
24120,train,24120,53,51,0.235727
24121,train,24121,58,56,0.235713
24122,train,24122,56,54,0.235699
24123,train,24123,61,59,0.235685
24124,train,24124,36,34,0.23567
24125,train,24125,59,57,0.235656
24126,train,24126,56,54,0.235642
24127,train,24127,60,58,0.235628
24128,train,24128,61,59,0.235614
24129,train,24129,55,53,0.2356
24130,train,24130,58,56,0.235586
24131,train,24131,61,59,0.235572
24132,train,24132,3,1,0.235557
24133,train,24133,20,18,0.235543
24134,train,24134,51,49,0.235529
24135,train,24135,40,38,0.235515
24136,train,24136,60,58,0.235501
24137,train,24137,33,31,0.235487
24138,train,24138,55,53,0.235473
24139,train,24139,48,46,0.235459
24140,train,24140,58,56,0.235445
24141,train,24141,54,52,0.23543
24142,train,24142,60,58,0.235416
24143,train,24143,50,48,0.235402
24144,train,24144,19,17,0.235388
24145,train,24145,56,54,0.235374
24146,train,24146,61,59,0.23536
24147,train,24147,57,55,0.235346
24148,train,24148,0,-2,0.235332
24149,train,24149,26,24,0.235318
24150,train,24150,60,58,0.235304
24151,train,24151,51,49,0.235289
24152,train,24152,0,-2,0.235275
24153,train,24153,32,30,0.235261
24154,train,24154,18,16,0.235247
24155,train,24155,57,55,0.235233
24156,train,24156,54,52,0.235219
24157,train,24157,37,35,0.235205
24158,train,24158,62,60,0.235191
24159,train,24159,16,14,0.235177
24160,train,24160,47,45,0.235163
24161,train,24161,19,17,0.235149
24162,train,24162,3,1,0.235134
24163,train,24163,24,22,0.23512
24164,train,24164,8,6,0.235106
24165,train,24165,58,56,0.235092
24166,train,24166,47,45,0.235078
24167,train,24167,55,53,0.235064
24168,train,24168,29,27,0.23505
24169,train,24169,50,48,0.235036
24170,train,24170,61,59,0.235022
24171,train,24171,63,61,0.235008
24172,train,24172,54,52,0.234994
24173,train,24173,43,41,0.23498
24174,train,24174,64,62,0.234965
24175,train,24175,52,50,0.234951
24176,train,24176,2,0,0.234937
24177,train,24177,56,54,0.234923
24178,train,24178,61,59,0.234909
24179,train,24179,21,19,0.234895
24180,train,24180,22,20,0.234881
24181,train,24181,46,44,0.234867
24182,train,24182,10,8,0.234853
24183,train,24183,0,-2,0.234839
24184,train,24184,62,60,0.234825
24185,train,24185,9,7,0.234811
24186,train,24186,65,63,0.234797
24187,train,24187,55,53,0.234783
24188,train,24188,57,55,0.234768
24189,train,24189,13,11,0.234754
24190,train,24190,3,1,0.23474
24191,train,24191,36,34,0.234726
24192,train,24192,51,49,0.234712
24193,train,24193,3,1,0.234698
24194,train,24194,58,56,0.234684
24195,train,24195,62,60,0.23467
24196,train,24196,58,56,0.234656
24197,train,24197,59,57,0.234642
24198,train,24198,58,56,0.234628
24199,train,24199,52,50,0.234614
24200,train,24200,64,62,0.2346
24201,train,24201,19,17,0.234586
24202,train,24202,6,4,0.234572
24203,train,24203,36,34,0.234558
24204,train,24204,20,18,0.234544
24205,train,24205,55,53,0.234529
24206,train,24206,56,54,0.234515
24207,train,24207,59,57,0.234501
24208,train,24208,38,36,0.234487
24209,train,24209,9,7,0.234473
24210,train,24210,44,42,0.234459
24211,train,24211,38,36,0.234445
24212,train,24212,18,16,0.234431
24213,train,24213,0,-2,0.234417
24214,train,24214,30,28,0.234403
24215,train,24215,42,40,0.234389
24216,train,24216,33,31,0.234375
24217,train,24217,56,54,0.234361
24218,train,24218,56,54,0.234347
24219,train,24219,1,-1,0.234333
24220,train,24220,62,60,0.234319
24221,train,24221,59,57,0.234305
24222,train,24222,62,60,0.234291
24223,train,24223,61,59,0.234277
24224,train,24224,5,3,0.234263
24225,train,24225,20,18,0.234249
24226,train,24226,43,41,0.234235
24227,train,24227,55,53,0.234221
24228,train,24228,10,8,0.234206
24229,train,24229,25,23,0.234192
24230,train,24230,54,52,0.234178
24231,train,24231,60,58,0.234164
24232,train,24232,0,-2,0.23415
24233,train,24233,59,57,0.234136
24234,train,24234,21,19,0.234122
24235,train,24235,0,-2,0.234108
24236,train,24236,2,0,0.234094
24237,train,24237,9,7,0.23408
24238,train,24238,5,3,0.234066
24239,train,24239,0,-2,0.234052
24240,train,24240,57,55,0.234038
24241,train,24241,59,57,0.234024
24242,train,24242,6,4,0.23401
24243,train,24243,35,33,0.233996
24244,train,24244,54,52,0.233982
24245,train,24245,61,59,0.233968
24246,train,24246,58,56,0.233954
24247,train,24247,57,55,0.23394
24248,train,24248,62,60,0.233926
24249,train,24249,58,56,0.233912
24250,train,24250,57,55,0.233898
24251,train,24251,56,54,0.233884
24252,train,24252,55,53,0.23387
24253,train,24253,0,-2,0.233856
24254,train,24254,59,57,0.233842
24255,train,24255,27,25,0.233828
24256,train,24256,6,4,0.233814
24257,train,24257,35,33,0.2338
24258,train,24258,8,6,0.233786
24259,train,24259,4,2,0.233772
24260,train,24260,51,49,0.233758
24261,train,24261,62,60,0.233744
24262,train,24262,59,57,0.23373
24263,train,24263,23,21,0.233716
24264,train,24264,61,59,0.233702
24265,train,24265,47,45,0.233688
24266,train,24266,25,23,0.233674
24267,train,24267,3,1,0.23366
24268,train,24268,0,-2,0.233646
24269,train,24269,20,18,0.233632
24270,train,24270,4,2,0.233618
24271,train,24271,57,55,0.233604
24272,train,24272,52,50,0.23359
24273,train,24273,54,52,0.233576
24274,train,24274,57,55,0.233562
24275,train,24275,4,2,0.233548
24276,train,24276,36,34,0.233534
24277,train,24277,20,18,0.23352
24278,train,24278,0,-2,0.233506
24279,train,24279,54,52,0.233492
24280,train,24280,63,61,0.233478
24281,train,24281,60,58,0.233464
24282,train,24282,57,55,0.23345
24283,train,24283,0,-2,0.233436
24284,train,24284,61,59,0.233422
24285,train,24285,2,0,0.233408
24286,train,24286,64,62,0.233394
24287,train,24287,10,8,0.23338
24288,train,24288,17,15,0.233366
24289,train,24289,55,53,0.233352
24290,train,24290,7,5,0.233338
24291,train,24291,61,59,0.233324
24292,train,24292,55,53,0.23331
24293,train,24293,25,23,0.233296
24294,train,24294,53,51,0.233282
24295,train,24295,57,55,0.233268
24296,train,24296,53,51,0.233254
24297,train,24297,4,2,0.23324
24298,train,24298,57,55,0.233226
24299,train,24299,59,57,0.233212
24300,train,24300,19,17,0.233198
24301,train,24301,0,-2,0.233184
24302,train,24302,9,7,0.23317
24303,train,24303,26,24,0.233156
24304,train,24304,0,-2,0.233142
24305,train,24305,61,59,0.233128
24306,train,24306,62,60,0.233115
24307,train,24307,26,24,0.233101
24308,train,24308,59,57,0.233087
24309,train,24309,51,49,0.233073
24310,train,24310,58,56,0.233059
24311,train,24311,9,7,0.233045
24312,train,24312,54,52,0.233031
24313,train,24313,0,-2,0.233017
24314,train,24314,62,60,0.233003
24315,train,24315,61,59,0.232989
24316,train,24316,4,2,0.232975
24317,train,24317,19,17,0.232961
24318,train,24318,49,47,0.232947
24319,train,24319,35,33,0.232933
24320,train,24320,16,14,0.232919
24321,train,24321,60,58,0.232905
24322,train,24322,8,6,0.232891
24323,train,24323,5,3,0.232877
24324,train,24324,54,52,0.232863
24325,train,24325,57,55,0.232849
24326,train,24326,31,29,0.232835
24327,train,24327,0,-2,0.232821
24328,train,24328,56,54,0.232807
24329,train,24329,43,41,0.232793
24330,train,24330,39,37,0.23278
24331,train,24331,31,29,0.232766
24332,train,24332,0,-2,0.232752
24333,train,24333,52,50,0.232738
24334,train,24334,61,59,0.232724
24335,train,24335,46,44,0.23271
24336,train,24336,64,62,0.232696
24337,train,24337,61,59,0.232682
24338,train,24338,63,61,0.232668
24339,train,24339,5,3,0.232654
24340,train,24340,58,56,0.23264
24341,train,24341,56,54,0.232626
24342,train,24342,59,57,0.232612
24343,train,24343,14,12,0.232598
24344,train,24344,20,18,0.232584
24345,train,24345,18,16,0.23257
24346,train,24346,21,19,0.232557
24347,train,24347,58,56,0.232543
24348,train,24348,58,56,0.232529
24349,train,24349,62,60,0.232515
24350,train,24350,0,-2,0.232501
24351,train,24351,17,15,0.232487
24352,train,24352,53,51,0.232473
24353,train,24353,58,56,0.232459
24354,train,24354,59,57,0.232445
24355,train,24355,0,-2,0.232431
24356,train,24356,56,54,0.232417
24357,train,24357,59,57,0.232403
24358,train,24358,62,60,0.232389
24359,train,24359,61,59,0.232375
24360,train,24360,63,61,0.232362
24361,train,24361,0,-2,0.232348
24362,train,24362,54,52,0.232334
24363,train,24363,59,57,0.23232
24364,train,24364,58,56,0.232306
24365,train,24365,56,54,0.232292
24366,train,24366,55,53,0.232278
24367,train,24367,4,2,0.232264
24368,train,24368,66,64,0.23225
24369,train,24369,7,5,0.232236
24370,train,24370,4,2,0.232222
24371,train,24371,59,57,0.232208
24372,train,24372,54,52,0.232195
24373,train,24373,32,30,0.232181
24374,train,24374,52,50,0.232167
24375,train,24375,39,37,0.232153
24376,train,24376,59,57,0.232139
24377,train,24377,51,49,0.232125
24378,train,24378,60,58,0.232111
24379,train,24379,3,1,0.232097
24380,train,24380,60,58,0.232083
24381,train,24381,59,57,0.232069
24382,train,24382,60,58,0.232055
24383,train,24383,58,56,0.232042
24384,train,24384,58,56,0.232028
24385,train,24385,61,59,0.232014
24386,train,24386,0,-2,0.232
24387,train,24387,18,16,0.231986
24388,train,24388,58,56,0.231972
24389,train,24389,35,33,0.231958
24390,train,24390,0,-2,0.231944
24391,train,24391,63,61,0.23193
24392,train,24392,59,57,0.231916
24393,train,24393,56,54,0.231903
24394,train,24394,0,-2,0.231889
24395,train,24395,8,6,0.231875
24396,train,24396,53,51,0.231861
24397,train,24397,47,45,0.231847
24398,train,24398,58,56,0.231833
24399,train,24399,4,2,0.231819
24400,train,24400,59,57,0.231805
24401,train,24401,12,10,0.231791
24402,train,24402,59,57,0.231778
24403,train,24403,55,53,0.231764
24404,train,24404,60,58,0.23175
24405,train,24405,51,49,0.231736
24406,train,24406,38,36,0.231722
24407,train,24407,61,59,0.231708
24408,train,24408,58,56,0.231694
24409,train,24409,55,53,0.23168
24410,train,24410,14,12,0.231666
24411,train,24411,47,45,0.231653
24412,train,24412,38,36,0.231639
24413,train,24413,9,7,0.231625
24414,train,24414,36,34,0.231611
24415,train,24415,63,61,0.231597
24416,train,24416,21,19,0.231583
24417,train,24417,63,61,0.231569
24418,train,24418,64,62,0.231555
24419,train,24419,5,3,0.231542
24420,train,24420,58,56,0.231528
24421,train,24421,50,48,0.231514
24422,train,24422,4,2,0.2315
24423,train,24423,15,13,0.231486
24424,train,24424,2,0,0.231472
24425,train,24425,58,56,0.231458
24426,train,24426,55,53,0.231444
24427,train,24427,64,62,0.231431
24428,train,24428,61,59,0.231417
24429,train,24429,52,50,0.231403
24430,train,24430,0,-2,0.231389
24431,train,24431,25,23,0.231375
24432,train,24432,62,60,0.231361
24433,train,24433,26,24,0.231347
24434,train,24434,51,49,0.231334
24435,train,24435,18,16,0.23132
24436,train,24436,22,20,0.231306
24437,train,24437,53,51,0.231292
24438,train,24438,26,24,0.231278
24439,train,24439,66,64,0.231264
24440,train,24440,4,2,0.23125
24441,train,24441,16,14,0.231237
24442,train,24442,54,52,0.231223
24443,train,24443,5,3,0.231209
24444,train,24444,9,7,0.231195
24445,train,24445,29,27,0.231181
24446,train,24446,60,58,0.231167
24447,train,24447,49,47,0.231153
24448,train,24448,39,37,0.23114
24449,train,24449,11,9,0.231126
24450,train,24450,37,35,0.231112
24451,train,24451,31,29,0.231098
24452,train,24452,0,-2,0.231084
24453,train,24453,60,58,0.23107
24454,train,24454,10,8,0.231057
24455,train,24455,25,23,0.231043
24456,train,24456,59,57,0.231029
24457,train,24457,57,55,0.231015
24458,train,24458,0,-2,0.231001
24459,train,24459,59,57,0.230987
24460,train,24460,61,59,0.230973
24461,train,24461,59,57,0.23096
24462,train,24462,59,57,0.230946
24463,train,24463,61,59,0.230932
24464,train,24464,28,26,0.230918
24465,train,24465,34,32,0.230904
24466,train,24466,45,43,0.23089
24467,train,24467,17,15,0.230877
24468,train,24468,55,53,0.230863
24469,train,24469,1,-1,0.230849
24470,train,24470,57,55,0.230835
24471,train,24471,61,59,0.230821
24472,train,24472,64,62,0.230807
24473,train,24473,5,3,0.230794
24474,train,24474,30,28,0.23078
24475,train,24475,0,-2,0.230766
24476,train,24476,57,55,0.230752
24477,train,24477,25,23,0.230738
24478,train,24478,12,10,0.230725
24479,train,24479,63,61,0.230711
24480,train,24480,58,56,0.230697
24481,train,24481,61,59,0.230683
24482,train,24482,52,50,0.230669
24483,train,24483,2,0,0.230655
24484,train,24484,61,59,0.230642
24485,train,24485,0,-2,0.230628
24486,train,24486,63,61,0.230614
24487,train,24487,59,57,0.2306
24488,train,24488,65,63,0.230586
24489,train,24489,21,19,0.230573
24490,train,24490,61,59,0.230559
24491,train,24491,2,0,0.230545
24492,train,24492,55,53,0.230531
24493,train,24493,8,6,0.230517
24494,train,24494,0,-2,0.230503
24495,train,24495,0,-2,0.23049
24496,train,24496,18,16,0.230476
24497,train,24497,60,58,0.230462
24498,train,24498,4,2,0.230448
24499,train,24499,55,53,0.230434
24500,train,24500,53,51,0.230421
24501,train,24501,27,25,0.230407
24502,train,24502,60,58,0.230393
24503,train,24503,64,62,0.230379
24504,train,24504,55,53,0.230365
24505,train,24505,55,53,0.230352
24506,train,24506,8,6,0.230338
24507,train,24507,54,52,0.230324
24508,train,24508,58,56,0.23031
24509,train,24509,23,21,0.230296
24510,train,24510,53,51,0.230283
24511,train,24511,4,2,0.230269
24512,train,24512,56,54,0.230255
24513,train,24513,64,62,0.230241
24514,train,24514,42,40,0.230227
24515,train,24515,54,52,0.230214
24516,train,24516,7,5,0.2302
24517,train,24517,4,2,0.230186
24518,train,24518,61,59,0.230172
24519,train,24519,60,58,0.230158
24520,train,24520,49,47,0.230145
24521,train,24521,57,55,0.230131
24522,train,24522,2,0,0.230117
24523,train,24523,21,19,0.230103
24524,train,24524,46,44,0.23009
24525,train,24525,58,56,0.230076
24526,train,24526,54,52,0.230062
24527,train,24527,60,58,0.230048
24528,train,24528,16,14,0.230034
24529,train,24529,56,54,0.230021
24530,train,24530,55,53,0.230007
24531,train,24531,7,5,0.229993
24532,train,24532,0,-2,0.229979
24533,train,24533,34,32,0.229965
24534,train,24534,57,55,0.229952
24535,train,24535,57,55,0.229938
24536,train,24536,60,58,0.229924
24537,train,24537,8,6,0.22991
24538,train,24538,59,57,0.229897
24539,train,24539,56,54,0.229883
24540,train,24540,57,55,0.229869
24541,train,24541,57,55,0.229855
24542,train,24542,64,62,0.229842
24543,train,24543,55,53,0.229828
24544,train,24544,27,25,0.229814
24545,train,24545,56,54,0.2298
24546,train,24546,34,32,0.229786
24547,train,24547,51,49,0.229773
24548,train,24548,56,54,0.229759
24549,train,24549,55,53,0.229745
24550,train,24550,50,48,0.229731
24551,train,24551,48,46,0.229718
24552,train,24552,60,58,0.229704
24553,train,24553,8,6,0.22969
24554,train,24554,27,25,0.229676
24555,train,24555,8,6,0.229663
24556,train,24556,60,58,0.229649
24557,train,24557,60,58,0.229635
24558,train,24558,40,38,0.229621
24559,train,24559,57,55,0.229608
24560,train,24560,56,54,0.229594
24561,train,24561,63,61,0.22958
24562,train,24562,27,25,0.229566
24563,train,24563,36,34,0.229552
24564,train,24564,56,54,0.229539
24565,train,24565,10,8,0.229525
24566,train,24566,6,4,0.229511
24567,train,24567,61,59,0.229497
24568,train,24568,18,16,0.229484
24569,train,24569,56,54,0.22947
24570,train,24570,57,55,0.229456
24571,train,24571,60,58,0.229442
24572,train,24572,29,27,0.229429
24573,train,24573,26,24,0.229415
24574,train,24574,57,55,0.229401
24575,train,24575,11,9,0.229388
24576,train,24576,57,55,0.229374
24577,train,24577,61,59,0.22936
24578,train,24578,63,61,0.229346
24579,train,24579,55,53,0.229333
24580,train,24580,56,54,0.229319
24581,train,24581,58,56,0.229305
24582,train,24582,55,53,0.229291
24583,train,24583,59,57,0.229278
24584,train,24584,59,57,0.229264
24585,train,24585,58,56,0.22925
24586,train,24586,56,54,0.229236
24587,train,24587,61,59,0.229223
24588,train,24588,65,63,0.229209
24589,train,24589,20,18,0.229195
24590,train,24590,57,55,0.229181
24591,train,24591,63,61,0.229168
24592,train,24592,60,58,0.229154
24593,train,24593,60,58,0.22914
24594,train,24594,63,61,0.229127
24595,train,24595,58,56,0.229113
24596,train,24596,33,31,0.229099
24597,train,24597,1,-1,0.229085
24598,train,24598,58,56,0.229072
24599,train,24599,55,53,0.229058
24600,train,24600,58,56,0.229044
24601,train,24601,57,55,0.22903
24602,train,24602,10,8,0.229017
24603,train,24603,0,-2,0.229003
24604,train,24604,5,3,0.228989
24605,train,24605,59,57,0.228976
24606,train,24606,56,54,0.228962
24607,train,24607,59,57,0.228948
24608,train,24608,59,57,0.228934
24609,train,24609,63,61,0.228921
24610,train,24610,53,51,0.228907
24611,train,24611,54,52,0.228893
24612,train,24612,62,60,0.22888
24613,train,24613,55,53,0.228866
24614,train,24614,0,-2,0.228852
24615,train,24615,16,14,0.228838
24616,train,24616,10,8,0.228825
24617,train,24617,59,57,0.228811
24618,train,24618,59,57,0.228797
24619,train,24619,0,-2,0.228784
24620,train,24620,43,41,0.22877
24621,train,24621,61,59,0.228756
24622,train,24622,58,56,0.228742
24623,train,24623,57,55,0.228729
24624,train,24624,40,38,0.228715
24625,train,24625,0,-2,0.228701
24626,train,24626,56,54,0.228688
24627,train,24627,34,32,0.228674
24628,train,24628,59,57,0.22866
24629,train,24629,57,55,0.228647
24630,train,24630,58,56,0.228633
24631,train,24631,59,57,0.228619
24632,train,24632,56,54,0.228605
24633,train,24633,62,60,0.228592
24634,train,24634,38,36,0.228578
24635,train,24635,57,55,0.228564
24636,train,24636,31,29,0.228551
24637,train,24637,45,43,0.228537
24638,train,24638,57,55,0.228523
24639,train,24639,62,60,0.22851
24640,train,24640,58,56,0.228496
24641,train,24641,60,58,0.228482
24642,train,24642,0,-2,0.228469
24643,train,24643,59,57,0.228455
24644,train,24644,62,60,0.228441
24645,train,24645,65,63,0.228427
24646,train,24646,46,44,0.228414
24647,train,24647,56,54,0.2284
24648,train,24648,19,17,0.228386
24649,train,24649,56,54,0.228373
24650,train,24650,57,55,0.228359
24651,train,24651,48,46,0.228345
24652,train,24652,54,52,0.228332
24653,train,24653,61,59,0.228318
24654,train,24654,17,15,0.228304
24655,train,24655,4,2,0.228291
24656,train,24656,53,51,0.228277
24657,train,24657,57,55,0.228263
24658,train,24658,57,55,0.22825
24659,train,24659,0,-2,0.228236
24660,train,24660,6,4,0.228222
24661,train,24661,0,-2,0.228209
24662,train,24662,63,61,0.228195
24663,train,24663,51,49,0.228181
24664,train,24664,20,18,0.228168
24665,train,24665,59,57,0.228154
24666,train,24666,5,3,0.22814
24667,train,24667,46,44,0.228127
24668,train,24668,57,55,0.228113
24669,train,24669,56,54,0.228099
24670,train,24670,55,53,0.228086
24671,train,24671,59,57,0.228072
24672,train,24672,56,54,0.228058
24673,train,24673,19,17,0.228045
24674,train,24674,6,4,0.228031
24675,train,24675,1,-1,0.228017
24676,train,24676,56,54,0.228004
24677,train,24677,28,26,0.22799
24678,train,24678,27,25,0.227976
24679,train,24679,61,59,0.227963
24680,train,24680,0,-2,0.227949
24681,train,24681,59,57,0.227935
24682,train,24682,48,46,0.227922
24683,train,24683,55,53,0.227908
24684,train,24684,2,0,0.227894
24685,train,24685,45,43,0.227881
24686,train,24686,39,37,0.227867
24687,train,24687,48,46,0.227853
24688,train,24688,30,28,0.22784
24689,train,24689,53,51,0.227826
24690,train,24690,42,40,0.227812
24691,train,24691,63,61,0.227799
24692,train,24692,57,55,0.227785
24693,train,24693,0,-2,0.227771
24694,train,24694,6,4,0.227758
24695,train,24695,55,53,0.227744
24696,train,24696,3,1,0.227731
24697,train,24697,7,5,0.227717
24698,train,24698,35,33,0.227703
24699,train,24699,0,-2,0.22769
24700,train,24700,5,3,0.227676
24701,train,24701,61,59,0.227662
24702,train,24702,26,24,0.227649
24703,train,24703,31,29,0.227635
24704,train,24704,19,17,0.227621
24705,train,24705,59,57,0.227608
24706,train,24706,34,32,0.227594
24707,train,24707,55,53,0.227581
24708,train,24708,58,56,0.227567
24709,train,24709,33,31,0.227553
24710,train,24710,38,36,0.22754
24711,train,24711,59,57,0.227526
24712,train,24712,61,59,0.227512
24713,train,24713,2,0,0.227499
24714,train,24714,59,57,0.227485
24715,train,24715,55,53,0.227471
24716,train,24716,46,44,0.227458
24717,train,24717,18,16,0.227444
24718,train,24718,56,54,0.227431
24719,train,24719,1,-1,0.227417
24720,train,24720,56,54,0.227403
24721,train,24721,0,-2,0.22739
24722,train,24722,54,52,0.227376
24723,train,24723,53,51,0.227362
24724,train,24724,55,53,0.227349
24725,train,24725,7,5,0.227335
24726,train,24726,41,39,0.227322
24727,train,24727,58,56,0.227308
24728,train,24728,50,48,0.227294
24729,train,24729,62,60,0.227281
24730,train,24730,18,16,0.227267
24731,train,24731,0,-2,0.227253
24732,train,24732,58,56,0.22724
24733,train,24733,20,18,0.227226
24734,train,24734,56,54,0.227213
24735,train,24735,49,47,0.227199
24736,train,24736,6,4,0.227185
24737,train,24737,57,55,0.227172
24738,train,24738,4,2,0.227158
24739,train,24739,13,11,0.227145
24740,train,24740,4,2,0.227131
24741,train,24741,59,57,0.227117
24742,train,24742,0,-2,0.227104
24743,train,24743,58,56,0.22709
24744,train,24744,60,58,0.227077
24745,train,24745,36,34,0.227063
24746,train,24746,20,18,0.227049
24747,train,24747,60,58,0.227036
24748,train,24748,38,36,0.227022
24749,train,24749,6,4,0.227009
24750,train,24750,57,55,0.226995
24751,train,24751,55,53,0.226981
24752,train,24752,55,53,0.226968
24753,train,24753,49,47,0.226954
24754,train,24754,60,58,0.226941
24755,train,24755,0,-2,0.226927
24756,train,24756,57,55,0.226913
24757,train,24757,0,-2,0.2269
24758,train,24758,61,59,0.226886
24759,train,24759,4,2,0.226873
24760,train,24760,57,55,0.226859
24761,train,24761,10,8,0.226845
24762,train,24762,15,13,0.226832
24763,train,24763,58,56,0.226818
24764,train,24764,39,37,0.226805
24765,train,24765,55,53,0.226791
24766,train,24766,60,58,0.226777
24767,train,24767,60,58,0.226764
24768,train,24768,53,51,0.22675
24769,train,24769,54,52,0.226737
24770,train,24770,36,34,0.226723
24771,train,24771,59,57,0.22671
24772,train,24772,56,54,0.226696
24773,train,24773,58,56,0.226682
24774,train,24774,9,7,0.226669
24775,train,24775,62,60,0.226655
24776,train,24776,60,58,0.226642
24777,train,24777,28,26,0.226628
24778,train,24778,58,56,0.226614
24779,train,24779,0,-2,0.226601
24780,train,24780,0,-2,0.226587
24781,train,24781,49,47,0.226574
24782,train,24782,0,-2,0.22656
24783,train,24783,64,62,0.226547
24784,train,24784,57,55,0.226533
24785,train,24785,46,44,0.226519
24786,train,24786,58,56,0.226506
24787,train,24787,53,51,0.226492
24788,train,24788,63,61,0.226479
24789,train,24789,54,52,0.226465
24790,train,24790,11,9,0.226452
24791,train,24791,56,54,0.226438
24792,train,24792,0,-2,0.226424
24793,train,24793,22,20,0.226411
24794,train,24794,15,13,0.226397
24795,train,24795,0,-2,0.226384
24796,train,24796,3,1,0.22637
24797,train,24797,61,59,0.226357
24798,train,24798,3,1,0.226343
24799,train,24799,54,52,0.226329
24800,train,24800,0,-2,0.226316
24801,train,24801,58,56,0.226302
24802,train,24802,59,57,0.226289
24803,train,24803,62,60,0.226275
24804,train,24804,24,22,0.226262
24805,train,24805,0,-2,0.226248
24806,train,24806,53,51,0.226235
24807,train,24807,57,55,0.226221
